,type,text,logit_value,pred_value,logit_score,pred_score,label_name
0,本文,或る田舎に母と子とが住んでいた。,0.6819358468055725,0.5178494453430176,0.0,0.0,NEUTRAL
1,本文,そして或る年の秋、次のようなことがあった。,1.1803697347640991,0.737724244594574,0.0,0.0,NEUTRAL
2,本文,――,0.6909273266792297,0.4520241320133209,-0.6909273266792297,-0.4520241320133209,NEGATIVE
3,本文,「もう本当に天気がよくなったのでしょう。」,2.1230835914611816,0.8865678906440735,2.1230835914611816,0.8865678906440735,POSITIVE
4,本文,「そうね。」,0.6720110774040222,0.5445117950439453,0.0,0.0,NEUTRAL
5,本文,母と子とは、或る朝そんな会話をした。,0.7490413784980774,0.5187190771102905,0.7490413784980774,0.5187190771102905,POSITIVE
6,本文,そして二人共晴々した顔を挙げて、青く澄んだ大空を見上げた。,1.998703122138977,0.8605563044548035,1.998703122138977,0.8605563044548035,POSITIVE
7,本文,大空を見上げる前彼等の視線は、広い野の上を掠め、野の向うに聳立っている山の頂を掠めた。,0.40004962682724,0.44803476333618164,0.0,0.0,NEUTRAL
8,本文,そして今、視線が更にその上の青い大空のうちに吸い込まれると、彼等は何とはなしに微笑みを洩した。,1.0134204626083374,0.6457032561302185,1.0134204626083374,0.6457032561302185,POSITIVE
9,本文,その年は、初秋の頃から殆んど毎日のように梅雨のような雨が降った。,0.5602224469184875,0.49382904171943665,0.0,0.0,NEUTRAL
10,本文,それは、空から落ちて来るのではなくて、地から舞い上る糠雨のようであった。,0.779097855091095,0.5500558018684387,0.0,0.0,NEUTRAL
11,本文,往来には深い泥濘が出来、家の中はじめじめしていた。,0.8363819718360901,0.5265493988990784,0.0,0.0,NEUTRAL
12,本文,村の人達は、鶏小屋の掃除や牛馬の□に苦心した。,0.792483925819397,0.5678691267967224,0.0,0.0,NEUTRAL
13,本文,それよりもなお一層、稲や蕎麦の実入りや大根や里芋の収穫に心痛めた。,0.8750308752059937,0.48538416624069214,0.0,0.0,NEUTRAL
14,本文,そして彼等は毎日眉を顰めて雨の空を見上げながら、ぶらぶら遊んでいた。,1.9945818185806274,0.8204023241996765,1.9945818185806274,0.8204023241996765,POSITIVE
15,本文,けれどいつとなくその長雨が霽れると、小春のいい天気に返った。,0.7822788953781128,0.5385341048240662,0.0,0.0,NEUTRAL
16,本文,少しく南に廻った鈍い日脚が、野の上を一面に黄色く輝かした。,0.6258540749549866,0.5338823199272156,0.0,0.0,NEUTRAL
17,本文,そして大地の上は見渡す限り、活動と収穫との時期に返った。,0.44823718070983887,0.45573389530181885,0.0,0.0,NEUTRAL
18,本文,雨に痛んだものは何もなかった。,0.4597090482711792,0.4504370093345642,0.4597090482711792,0.4504370093345642,POSITIVE
19,本文,稲の穂は実のりのいい黄色い重さに、田の上を一面に波打っていた。,0.8221288919448853,0.5580958127975464,0.8221288919448853,0.5580958127975464,POSITIVE
20,本文,重く倒れかけた蕎麦畑の間からは、雲雀が空に舞い上った。,0.6100975275039673,0.53501296043396,0.0,0.0,NEUTRAL
21,本文,大根や里芋も黒い土の中にむくむくと根を張っているらしかった。,1.1011708974838257,0.6685090661048889,0.0,0.0,NEUTRAL
22,本文,そして村の人々は皆田畑に出た。,0.44094762206077576,0.46104758977890015,0.0,0.0,NEUTRAL
23,本文,収穫の喜びが彼等の日に焼けた顔の上に在った。,0.8682070374488831,0.5916889309883118,0.8682070374488831,0.5916889309883118,POSITIVE
24,本文,そして雨に封じられていた彼等の筋肉の力は、今や大地の上に試みられていた。,1.6447283029556274,0.7728612422943115,1.6447283029556274,0.7728612422943115,POSITIVE
25,本文,そういう中から、またぽつりぽつりと巡礼の旅に出かける人達もあった。,0.8305103182792664,0.5286842584609985,0.0,0.0,NEUTRAL
26,本文,彼等の前には広い野があった。,0.8891438841819763,0.6099794507026672,0.0,0.0,NEUTRAL
27,本文,野の上には一面に紅葉した草木があり、祈らるるような清く澄んだ大気があった。,1.5932586193084717,0.7633347511291504,1.5932586193084717,0.7633347511291504,POSITIVE
28,本文,朝には路傍の草葉に露が結び、夕には西の空が赤く焼けた。,0.36320310831069946,0.4873450994491577,0.0,0.0,NEUTRAL
29,本文,雨に封じられていた心が雨と共に霽れると、凡ての人の前には急に深い秋が現われていた。,0.9725185632705688,0.5898191928863525,0.9725185632705688,0.5898191928863525,POSITIVE
30,本文,収穫の秋が、そして祈祷の秋が、また少数の人にとっては瞑想の秋が。,0.7640779614448547,0.4819723963737488,0.0,0.0,NEUTRAL
31,本文,何時の間にか深くなった秋を驚いて見つめた地上の人々は、四五日の好晴の後には、もう自ら深い秋のうちに浸っていた。,1.8232706785202026,0.8509519100189209,1.8232706785202026,0.8509519100189209,POSITIVE
32,本文,そして各の途を歩いた。,0.9733998775482178,0.5996170043945312,0.9733998775482178,0.5996170043945312,POSITIVE
33,本文,それは自分の所有を取収むる季節であった。,0.5605597496032715,0.4841093420982361,0.5605597496032715,0.4841093420982361,POSITIVE
34,本文,自分の祈祷を祈り、自分の心を黙想する季節であった。,1.440689206123352,0.7149944305419922,1.440689206123352,0.7149944305419922,POSITIVE
35,本文,空が高く澄み切って、紅葉した木の葉が静に散った。,1.2610074281692505,0.7012931108474731,1.2610074281692505,0.7012931108474731,POSITIVE
36,本文,夜は蒼白い月の光りが在った。,0.5725404024124146,0.48279064893722534,0.0,0.0,NEUTRAL
37,本文,母と子とは、そういう自然とその中の人々とを、穏かな心で眺めた。,1.128474473953247,0.5763043761253357,1.128474473953247,0.5763043761253357,POSITIVE
38,本文,母は日当りのいい縁側に出て針仕事をしていた。,0.6461950540542603,0.47350773215293884,0.0,0.0,NEUTRAL
39,本文,野の仕事に忙しい人達の労働の後の身体を纒う着物を仕立てるのが、彼女の僅かな仕事であった。,1.1569030284881592,0.5677036643028259,0.0,0.0,NEUTRAL
40,本文,彼は――子のことを以後彼と呼ぼう――その側に寝転んだり、又は机に向ったりして、書物を読んでいた。,1.0050101280212402,0.5432999730110168,1.0050101280212402,0.5432999730110168,POSITIVE
41,本文,小作に入れてる土地から上って来る収入を学費にして、来る年からは都に出かけようかと思っていた。,0.820777952671051,0.5445764660835266,0.0,0.0,NEUTRAL
42,本文,「旅にでも出たいような天気ですね。,0.8159803152084351,0.5431936979293823,0.8159803152084351,0.5431936979293823,POSITIVE
43,本文,」と彼は云った。,0.7829270958900452,0.59239661693573,0.0,0.0,NEUTRAL
