,type,text,logit_score,pred_score
0,本文,一、午后の授業,0.0,0.0
1,本文,「ではみなさんは、そういうふうに川だと云われたり、乳の流れたあとだと云われたりしていたこのぼんやりと白いものがほんとうは何かご承知ですか。,0.0,0.0
2,本文,」先生は、黒板に吊した大きな黒い星座の図の、上から下へ白くけぶった銀河帯のようなところを指しながら、みんなに問をかけました。,1.288955569267273,0.6796027421951294
3,本文,カムパネルラが手をあげました。,0.7563465237617493,0.5808449387550354
4,本文,それから四五人手をあげました。,0.5420690178871155,0.5229654908180237
5,本文,ジョバンニも手をあげようとして、急いでそのままやめました。,-1.0816452503204346,-0.6567124128341675
6,本文,たしかにあれがみんな星だと、いつか雑誌で読んだのでしたが、このごろはジョバンニはまるで毎日教室でもねむく、本を読むひまも読む本もないので、なんだかどんなこともよくわからないという気持ちがするのでした。,0.0,0.0
7,本文,ところが先生は早くもそれを見附けたのでした。,1.2988773584365845,0.6039263010025024
8,本文,「ジョバンニさん。,-0.9871540069580078,-0.6134803295135498
9,本文,あなたはわかっているのでしょう。」,0.0,0.0
10,本文,ジョバンニは勢よく立ちあがりましたが、立って見るともうはっきりとそれを答えることができないのでした。,0.0,0.0
11,本文,ザネリが前の席からふりかえって、ジョバンニを見てくすっとわらいました。,1.9717813730239868,0.8327541351318359
12,本文,ジョバンニはもうどぎまぎしてまっ赤になってしまいました。,-1.0236555337905884,-0.6787204742431641
13,本文,先生がまた云いました。,0.0,0.0
14,本文,「大きな望遠鏡で銀河をよっく調べると銀河は大体何でしょう。」,0.0,0.0
15,本文,やっぱり星だとジョバンニは思いましたがこんどもすぐに答えることができませんでした。,-2.1140670776367188,-0.8051507472991943
16,本文,先生はしばらく困ったようすでしたが、眼をカムパネルラの方へ向けて、,0.6724456548690796,0.45958346128463745
17,本文,「ではカムパネルラさん。,-0.7517718076705933,-0.5538533926010132
18,本文,」と名指しました。,-2.4717206954956055,-0.9250471591949463
19,本文,するとあんなに元気に手をあげたカムパネルラが、やはりもじもじ立ち上ったままやはり答えができませんでした。,-2.0616462230682373,-0.8625653982162476
20,本文,先生は意外なようにしばらくじっとカムパネルラを見ていましたが、急いで「では。,1.2108702659606934,0.6370531320571899
21,本文,よし。,0.0,0.0
22,本文,」と云いながら、自分で星図を指しました。,0.0,0.0
23,本文,「このぼんやりと白い銀河を大きないい望遠鏡で見ますと、もうたくさんの小さな星に見えるのです。,1.3552714586257935,0.7411902546882629
24,本文,ジョバンニさんそうでしょう。」,-1.1870815753936768,-0.5905928015708923
25,本文,ジョバンニはまっ赤になってうなずきました。,0.0,0.0
26,本文,けれどもいつかジョバンニの眼のなかには涙がいっぱいになりました。,1.1576567888259888,0.6043767333030701
27,本文,そうだ僕は知っていたのだ、勿論カムパネルラも知っている、それはいつかカムパネルラのお父さんの博士のうちでカムパネルラといっしょに読んだ雑誌のなかにあったのだ。,1.3965190649032593,0.7002031207084656
28,本文,それどこでなくカムパネルラは、その雑誌を読むと、すぐお父さんの書斎から巨きな本をもってきて、ぎんがというところをひろげ、まっ黒な頁いっぱいに白い点々のある美しい写真を二人でいつまでも見たのでした。,2.046414613723755,0.8772276043891907
29,本文,それをカムパネルラが忘れる筈もなかったのに、すぐに返事をしなかったのは、このごろぼくが、朝にも午后にも仕事がつらく、学校に出てももうみんなともはきはき遊ばず、カムパネルラともあんまり物を云わないようになったので、カムパネルラがそれを知って気の毒がってわざと返事をしなかったのだ、そう考えるとたまらないほど、じぶんもカムパネルラもあわれなような気がするのでした。,-1.8748699426651,-0.7290977835655212
30,本文,先生はまた云いました。,0.0,0.0
31,本文,「ですからもしもこの天の川がほんとうに川だと考えるなら、その一つ一つの小さな星はみんなその川のそこの砂や砂利の粒にもあたるわけです。,1.3937151432037354,0.7006022334098816
32,本文,またこれを巨きな乳の流れと考えるならもっと天の川とよく似ています。,0.0,0.0
33,本文,つまりその星はみな、乳のなかにまるで細かにうかんでいる脂油の球にもあたるのです。,1.142543077468872,0.6265629529953003
