,type,text,logit_score,pred_score
0,本文,一、午后の授業,0.0,0.0
1,本文,「ではみなさんは、そういうふうに川だと云われたり、乳の流れたあとだと云われたりしていたこのぼんやりと白いものがほんとうは何かご承知ですか。,0.0,0.0
2,本文,」先生は、黒板に吊した大きな黒い星座の図の、上から下へ白くけぶった銀河帯のようなところを指しながら、みんなに問をかけました。,0.6986216306686401,0.5078991055488586
3,本文,カムパネルラが手をあげました。,0.0,0.0
4,本文,それから四五人手をあげました。,0.0,0.0
5,本文,ジョバンニも手をあげようとして、急いでそのままやめました。,-0.6524151563644409,-0.4937776029109955
6,本文,たしかにあれがみんな星だと、いつか雑誌で読んだのでしたが、このごろはジョバンニはまるで毎日教室でもねむく、本を読むひまも読む本もないので、なんだかどんなこともよくわからないという気持ちがするのでした。,0.0,0.0
7,本文,ところが先生は早くもそれを見附けたのでした。,0.9593806266784668,0.5160847902297974
8,本文,「ジョバンニさん。,0.0,0.0
9,本文,あなたはわかっているのでしょう。」,0.0,0.0
10,本文,ジョバンニは勢よく立ちあがりましたが、立って見るともうはっきりとそれを答えることができないのでした。,0.0,0.0
11,本文,ザネリが前の席からふりかえって、ジョバンニを見てくすっとわらいました。,1.2344528436660767,0.6430860757827759
12,本文,ジョバンニはもうどぎまぎしてまっ赤になってしまいました。,-0.6614230275154114,-0.46181347966194153
13,本文,先生がまた云いました。,0.0,0.0
14,本文,「大きな望遠鏡で銀河をよっく調べると銀河は大体何でしょう。」,0.0,0.0
15,本文,やっぱり星だとジョバンニは思いましたがこんどもすぐに答えることができませんでした。,-1.2965242862701416,-0.5069465041160583
16,本文,先生はしばらく困ったようすでしたが、眼をカムパネルラの方へ向けて、,0.0,0.0
17,本文,「ではカムパネルラさん。,0.0,0.0
18,本文,」と名指しました。,-1.071735143661499,-0.6115504503250122
19,本文,するとあんなに元気に手をあげたカムパネルラが、やはりもじもじ立ち上ったままやはり答えができませんでした。,-1.2916173934936523,-0.6568946838378906
20,本文,先生は意外なようにしばらくじっとカムパネルラを見ていましたが、急いで「では。,0.0,0.0
21,本文,よし。,0.0,0.0
22,本文,」と云いながら、自分で星図を指しました。,0.0,0.0
23,本文,「このぼんやりと白い銀河を大きないい望遠鏡で見ますと、もうたくさんの小さな星に見えるのです。,1.603293538093567,0.7476667761802673
24,本文,ジョバンニさんそうでしょう。」,0.0,0.0
25,本文,ジョバンニはまっ赤になってうなずきました。,0.0,0.0
26,本文,けれどもいつかジョバンニの眼のなかには涙がいっぱいになりました。,0.9230021834373474,0.5087230801582336
27,本文,そうだ僕は知っていたのだ、勿論カムパネルラも知っている、それはいつかカムパネルラのお父さんの博士のうちでカムパネルラといっしょに読んだ雑誌のなかにあったのだ。,1.5661696195602417,0.7228740453720093
28,本文,それどこでなくカムパネルラは、その雑誌を読むと、すぐお父さんの書斎から巨きな本をもってきて、ぎんがというところをひろげ、まっ黒な頁いっぱいに白い点々のある美しい写真を二人でいつまでも見たのでした。,2.0495834350585938,0.8493103981018066
29,本文,それをカムパネルラが忘れる筈もなかったのに、すぐに返事をしなかったのは、このごろぼくが、朝にも午后にも仕事がつらく、学校に出てももうみんなともはきはき遊ばず、カムパネルラともあんまり物を云わないようになったので、カムパネルラがそれを知って気の毒がってわざと返事をしなかったのだ、そう考えるとたまらないほど、じぶんもカムパネルラもあわれなような気がするのでした。,0.0,0.0
30,本文,先生はまた云いました。,0.0,0.0
31,本文,「ですからもしもこの天の川がほんとうに川だと考えるなら、その一つ一つの小さな星はみんなその川のそこの砂や砂利の粒にもあたるわけです。,0.8810474276542664,0.4778393805027008
32,本文,またこれを巨きな乳の流れと考えるならもっと天の川とよく似ています。,0.0,0.0
33,本文,つまりその星はみな、乳のなかにまるで細かにうかんでいる脂油の球にもあたるのです。,1.2236632108688354,0.672884464263916
34,本文,そんなら何がその川の水にあたるかと云いますと、それは真空という光をある速さで伝えるもので、太陽や地球もやっぱりそのなかに浮んでいるのです。,1.128488540649414,0.6657348871231079
