,type,text,logit_score,pred_score
0,見出し,一、午后の授業,0.0,0.0
1,本文,「ではみなさんは、そういうふうに川だと云われたり、乳の流れたあとだと云われたりしていたこのぼんやりと白いものがほんとうは何かご承知ですか。,-6.410044193267822,-0.9998823404312134
2,本文,」先生は、黒板に吊した大きな黒い星座の図の、上から下へ白くけぶった銀河帯のようなところを指しながら、みんなに問をかけました。,6.820127010345459,0.9999586343765259
3,本文,カムパネルラが手をあげました。,6.792746543884277,0.9999592304229736
4,本文,それから四五人手をあげました。,6.935355186462402,0.9999165534973145
5,本文,ジョバンニも手をあげようとして、急いでそのままやめました。,-5.664766788482666,-0.9996036887168884
6,本文,たしかにあれがみんな星だと、いつか雑誌で読んだのでしたが、このごろはジョバンニはまるで毎日教室でもねむく、本を読むひまも読む本もないので、なんだかどんなこともよくわからないという気持ちがするのでした。,0.0,0.0
7,本文,ところが先生は早くもそれを見附けたのでした。,6.431206703186035,0.9999003410339355
8,本文,「ジョバンニさん。,-5.890300273895264,-0.9997231364250183
9,本文,あなたはわかっているのでしょう。」,-5.224796772003174,-0.9958063364028931
10,本文,ジョバンニは勢よく立ちあがりましたが、立って見るともうはっきりとそれを答えることができないのでした。,-4.966451644897461,-0.9982238411903381
11,本文,ザネリが前の席からふりかえって、ジョバンニを見てくすっとわらいました。,4.94558572769165,0.9981377124786377
12,本文,ジョバンニはもうどぎまぎしてまっ赤になってしまいました。,-7.393588542938232,-0.9999666213989258
13,本文,先生がまた云いました。,0.0,0.0
14,本文,「大きな望遠鏡で銀河をよっく調べると銀河は大体何でしょう。」,0.0,0.0
15,本文,やっぱり星だとジョバンニは思いましたがこんどもすぐに答えることができませんでした。,-6.853418827056885,-0.9999344348907471
16,本文,先生はしばらく困ったようすでしたが、眼をカムパネルラの方へ向けて、,6.025066375732422,0.9998483657836914
17,本文,「ではカムパネルラさん。,0.0,0.0
18,本文,」と名指しました。,-6.436501979827881,-0.9997488856315613
19,本文,するとあんなに元気に手をあげたカムパネルラが、やはりもじもじ立ち上ったままやはり答えができませんでした。,-7.6744914054870605,-0.9999268054962158
20,本文,先生は意外なようにしばらくじっとカムパネルラを見ていましたが、急いで「では。,6.9582343101501465,0.9999303817749023
21,本文,よし。,0.0,0.0
22,本文,」と云いながら、自分で星図を指しました。,0.0,0.0
